place name,type of impact,impact place relation,modifier place relation,severity impact relation,item impact relation,tweet text,impact category,geometry
Nepal,Rise,Nepal rise,,,toll rise,@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquake.,Other,POINT (84 28)
Nepal,Trapped,Nepal trapped,in Nepal,many trapped,,"Hundreds die, many trapped in Nepal earthquake http://t.co/SBLycwmznE",Other,POINT (84 28)
Nepal,Die,Nepal die,in Nepal,Hundreds die,,"Hundreds die, many trapped in Nepal earthquake http://t.co/SBLycwmznE",Death,POINT (84 28)
Nepal,Killing,Nepal Killing,,Hundreds Killing,,"@NT__305 7.8 Quake Hits Nepal, Toppling Buildings, Killing Hundreds: The powerful temblor hit north of the cap  http://t.co/Rnxw5gjAoT",Other,POINT (84 28)
Nepal,Toppling,Nepal Toppling,,,Buildings Toppling,"@NT__305 7.8 Quake Hits Nepal, Toppling Buildings, Killing Hundreds: The powerful temblor hit north of the cap  http://t.co/Rnxw5gjAoT",Other,POINT (84 28)
Nepal,Damage,Nepal damage,,big damage,,"#money #news #top #b Magnitude-7.9 quake hits Nepal, causing big damage, injuries  Get $$ http://t.co/JfuQkytCx8",Damage,POINT (84 28)
Nepal,Injuries,Nepal injuries,,,,"#money #news #top #b Magnitude-7.9 quake hits Nepal, causing big damage, injuries  Get $$ http://t.co/JfuQkytCx8",Injury,POINT (84 28)
Everest,Buries,Everest buries,at Mt. Everest,,,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…,Other,POINT (86.92529 27.98791)
Everest,Dead,Everest dead,at Mt. Everest,At least eight dead,,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…,Death,POINT (86.92529 27.98791)
Nepal,Dead,Nepal dead,,At least eight dead,,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…,Death,POINT (84 28)
Nepal,Buries,Nepal buries,,,,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…,Other,POINT (84 28)
Mt. Everest,Dead,Mt. Everest dead,at Mt. Everest,At least eight dead,,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…,Death,POINT (86.92529 27.98791)
Everest,Dead,Mt. Everest dead,at Mt. Everest,At least eight dead,,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…,Death,POINT (86.92529 27.98791)
Mt. Everest,Buries,Mt. Everest buries,at Mt. Everest,,,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…,Other,POINT (86.92529 27.98791)
Everest,Buries,Mt. Everest buries,at Mt. Everest,,,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…,Other,POINT (86.92529 27.98791)
Nepal,Dead,Nepal dead,,Hundreds dead,,"RT @BruceLeshan: Nepal quake: Hundreds dead, history crumbled. (from @AP) @wusa9  http://t.co/LMqRTk9NHe",Death,POINT (84 28)
Kathmandu,Dead,Kathmandu dead,in Kathmandu,449 dead,,"RT @AP: Latest on Nepal quake: Police say 449 dead, including 181 in Kathmandu: http://t.co/DVz0I49IcL",Death,POINT (85.3206 27.70169)
Nepal,Dead,Nepal dead,in Nepal,449 dead,,"RT @AP: Latest on Nepal quake: Police say 449 dead, including 181 in Kathmandu: http://t.co/DVz0I49IcL",Death,POINT (84 28)
nepal,Collapsed,nepal collapsed,in nepal,,buildings collapsed,An earthquake engineer's first look at the buildings that collapsed in #nepalquake. https://t.co/nJ94x4AC4C via @JonathanStone10,Damage,POINT (84 28)
Nepal,Death,Nepal death,,900 death,,RT @AprilBethea: Nepal declares state of emergency as death toll from 7.8-magnitude earthquake nears 900 - @BBCNews via @Breaking,Death,POINT (84 28)
Nepal,Killing,Nepal killing,,thousand killing,people killing,RT @Obremskeet: So huge earthquake in Nepal probably killing over a thousand people and @CNN is talking about Bruce Jenner. #ProblemsWithAm…,Other,POINT (84 28)
NEPAL,Death Toll,NEPAL death toll,,,,RT @TheMulliganTank: Impossible to keep up with rising death toll from NEPAL EARTHQUAKE. Links to ongoing coverage: http://t.co/wXc4IGFh7o …,Death,POINT (84 28)
palEa,Dead,palEa dead,,900 dead,,900 dead and still counting  iam numb!! Thought with their families:'(:'(:'(  #NepalEarthquake  @Harry_Styles,Death,POINT (-171.18843 -9.36454)
Nepal,Killed,Nepal Killed,,1500 Killed,,@karanjohar @AnushkaSharma 1500 Killed In #NepalEarthquake . Watch Affected Places Here &gt;&gt; https://t.co/SvhVcasRFE,Death,POINT (84 28)
Nepal,Kills,Nepal kills,,at least 718 kills,,How does the world do something tangible for the people of Nepal after earthquake kills at least 718? @AJAM http://t.co/zUms1Cg5Xm,Death,POINT (84 28)
Nepal,Injured,Nepal injured,in Nepal,Many injured,people injured,RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured   http://t.co…,Injury,POINT (84 28)
Nepal,Killed,Nepal killed,in Nepal,Many killed,people killed,RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured   http://t.co…,Death,POINT (84 28)
Karachi,Swept By Waves,Karachi swept by waves,in Karachi,At least 45 swept by waves,people swept by waves,"4/48 children. At Clifton Beach in Karachi, people were swimming and they were swept by waves. At least 45 bodies have been #Nepal",Other,POINT (67.0104 24.8608)
Clifton Beach,Swept By Waves,Clifton Beach swept by waves,At Clifton Beach,At least 45 swept by waves,people swept by waves,"4/48 children. At Clifton Beach in Karachi, people were swimming and they were swept by waves. At least 45 bodies have been #Nepal",Other,POINT (145.67167 -16.76313)
Nepal,Dead,Nepal Dead,,Hundreds Dead,,Hundreds Dead As 7.9-Magnitude Earthquake Strikes Nepal: A powerful earthquake measuring 7.9 on the Richter sc  http://t.co/5IpLqP0jdt,Death,POINT (84 28)
Nepal,Killed,Nepal killed,in Nepal,"1,000 killed",people killed,"RT @kylegotjokes: What was we pose to do? RT “@morgaaanf: 1,000 were killed in Nepal & people were worrying about Bruce Jenner. http://t.co…",Death,POINT (84 28)
Nepal,Buried,Nepal buried,,18 buried,,RT @ABCNews24: #NepalEarthquake update: The Indian Army says 18 bodies have been found on #MountEverest after an #avalanche buried part of …,Other,POINT (84 28)
KATHMANDU,Death,KATHMANDU death,,,,"Nepal seeks help, death toll seen rising after devastating quake: KATHMANDU (Reuters) - Nepal urged countries   http://t.co/TdnMh2tJuh",Death,POINT (85.3206 27.70169)
Nepal,Death,Nepal death,,,,"Nepal seeks help, death toll seen rising after devastating quake: KATHMANDU (Reuters) - Nepal urged countries   http://t.co/TdnMh2tJuh",Death,POINT (84 28)
Nepal,Death,Nepal death,,449 death,,RT @tv6tnt: Reports quoting Nepal police now say death toll rises to 449 #NepalEarthquake via @AP & @ReutersWorld http://t.co/c04IyZpFrT,Death,POINT (84 28)
Nepal,Fatalities,Nepal fatalities,below Nepal,174 fatalities,,RT @ShakingEarth: Massive earthquake below Nepal - At least 174 fatalities so far (expect to rise further) - http://t.co/6zdFQouDqz http://…,Other,POINT (84 28)
Kathmandu,Dead,Kathmandu dead,,2000 dead,,RT @dispatchnewsdes: @meerasanyal Rescue operation is only concentrated to Kathmandu over 2000 dead no news from small towns  updates http:…,Death,POINT (85.3206 27.70169)
India,Dead,India Dead,in India,More Than 40 Dead,,Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in India,Death,POINT (79 22)
Nepal,Dead,Nepal Dead,,More Than 40 Dead,,Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in India,Death,POINT (84 28)
India,Kills,India Kills,in India,Over 1800 Kills,People Kills,Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in India,Death,POINT (79 22)
Nepal,Kills,Nepal Kills,,Over 1800 Kills,People Kills,Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in India,Death,POINT (84 28)
India,Injured,India injured,in India,237 injured,,"RT @ibnlive: #NepalQuake | LIVE: At least 58 killed, 237 injured in earthquake in India http://t.co/TwvDTQum1d",Injury,POINT (79 22)
India,Killed,India killed,in India,At least 58 killed,,"RT @ibnlive: #NepalQuake | LIVE: At least 58 killed, 237 injured in earthquake in India http://t.co/TwvDTQum1d",Death,POINT (79 22)
Nepal,Death,Nepal death,,1896 death,,"Nepal earthquake death toll climbs to 1896, massive rescue efforts on as   - Hindustan Times: Hindustan Time  http://t.co/OvpIb45aBK",Death,POINT (84 28)
Nepal,Death,Nepal death,,2000+ death,,NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1,Death,POINT (84 28)
nepal,Death,nepal Death,in nepal,croses 2000 Death,,Death roll croses 2000 in nepal now #earthquake,Death,POINT (84 28)
NCR,Tremors,NCR tremors,across NCR,,,"BREAKING | 6.9 earthquake, epicenter in Nepal; Fresh tremors felt across NCR and north India as well #NepalQuake",Other,POINT (77.07733 28.66047)
India,Tremors,India tremors,north India,,,"BREAKING | 6.9 earthquake, epicenter in Nepal; Fresh tremors felt across NCR and north India as well #NepalQuake",Other,POINT (79 22)
Nepal,Tremors,Nepal tremors,in Nepal,,,"BREAKING | 6.9 earthquake, epicenter in Nepal; Fresh tremors felt across NCR and north India as well #NepalQuake",Other,POINT (84 28)
Nepal,Killed,Nepal killed,,800 killed,,RT @DDNewsLive: #NepalEarthquake update: over 800 killed | #NDMA #Helpline No. for missing persons 011-26701728/ 29 Mob-9868891801 http://t…,Death,POINT (84 28)
Nepal,Flattened,Nepal flattened,,,landmarks flattened,Human and history disaster. Nothing more powerful than nature. - Nepal landmarks flattened by the quake http://t.co/7wvGIInZE7,Other,POINT (84 28)
Nepal,Death,Nepal Death,,"1,800 Death",,"RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…",Death,POINT (84 28)
Nepal,Injured,Nepal injured,,"4,700 injured",,"RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…",Injury,POINT (84 28)
Nepal,Killed,Nepal killed,In Nepal,,executive killed,Google Executive Killed In Everest Avalanche After Nepal Quake: An executive at Google was killed when a 7.8-m  http://t.co/1oj6A9X1yT,Death,POINT (84 28)
Nepal,Killed,Nepal Killed,In Nepal,,Google Executive Killed,Google Executive Killed In Everest Avalanche After Nepal Quake: An executive at Google was killed when a 7.8-m  http://t.co/1oj6A9X1yT,Death,POINT (84 28)
Everest,Killed,Everest killed,In Everest,,executive killed,Google Executive Killed In Everest Avalanche After Nepal Quake: An executive at Google was killed when a 7.8-m  http://t.co/1oj6A9X1yT,Death,POINT (86.92529 27.98791)
Everest,Killed,Everest Killed,In Everest,,Google Executive Killed,Google Executive Killed In Everest Avalanche After Nepal Quake: An executive at Google was killed when a 7.8-m  http://t.co/1oj6A9X1yT,Death,POINT (86.92529 27.98791)
Everest,Dead,Everest dead,basecamp Everest,17 dead,,"RT @JeromeTaylor: . @AFP's @robertoindelhi & @akannampilly were at Everest basecamp when #Nepalquake hit. Both safe, but 17 others dead htt…",Death,POINT (86.92529 27.98791)
Nepal,Dead,Nepal dead,,17 dead,,"RT @JeromeTaylor: . @AFP's @robertoindelhi & @akannampilly were at Everest basecamp when #Nepalquake hit. Both safe, but 17 others dead htt…",Death,POINT (84 28)
Nepal,Shut,Nepal shut,in Nepal,All shut,schools shut,"Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead",Other,POINT (84 28)
Nepal,Dead,Nepal dead,in Nepal,2152 dead,,"Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead",Death,POINT (84 28)
Nepal,Death,Nepal death,,more than 2000 death,,The death toll in the #NepalEarthquake has risen to more than 2000. OH MY ὣ1,Death,POINT (84 28)
Nepal,Injuring,Nepal injuring,,61 injuring,,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK",Other,POINT (84 28)
Everest,Killing,Everest killing,base camp Everest,17 killing,,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK",Other,POINT (86.92529 27.98791)
Nepal,Avalanche,Nepal Avalanche,,17 Avalanche,,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK",Other,POINT (84 28)
Everest,Injuring,Everest injuring,base camp Everest,61 injuring,,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK",Other,POINT (86.92529 27.98791)
Everest,Avalanche,Everest Avalanche,base camp Everest,17 Avalanche,,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK",Other,POINT (86.92529 27.98791)
Katmandu,Death,Katmandu death,,,,RT @WXXINews: A magnitude 6.7 aftershock rumbles Katmandu; death toll rises. http://t.co/9Uvj9fleU5,Death,POINT (85.3206 27.70169)
Nepal,Deaths,Nepal deaths,,,,So devastating the amount of deaths in Nepal due to the earthquake��?4���5 #prayfornepal,Death,POINT (84 28)
Everest,Avalanche,Everest avalanche,in Everest,,Dan Fredinburg avalanche,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,Other,POINT (86.92529 27.98791)
Nepal,Killed,Nepal killed,in Nepal,,Dan Fredinburg killed,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,Death,POINT (84 28)
Everest,Killed,Everest killed,in Everest,,Dan Fredinburg killed,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,Death,POINT (86.92529 27.98791)
Nepal,Avalanche,Nepal avalanche,in Nepal,,Dan Fredinburg avalanche,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,Other,POINT (84 28)
Nepal,Death,Nepal death,,"5000-10,000 death",,"RT @ANI_news: When reports will cm from their death toll may climb to 5000-10,000:Baburam Bhattarai,frmr Nepal PM #NepalEarthqauke http://t…",Death,POINT (84 28)
Nepal,Died,Nepal died,,More than 100 died,people died,"RT @aahanasharma11: #MSGHelpEarthquakeVictims More than 100 people r knwn to hv died in a powerful earthquake dat struck Nepal, wrecking ma…",Death,POINT (84 28)
Bihar,Casualties,Bihar Casualties,,1 Casualties,,"RT @FocusNewsIndia: #NepalQuake | Casualties in #Bihar reported at 46, 13 in #UP, 2 in #WestBengal & 1 in #Rajasthan: LC Goel (Pic:ANI) htt…",Other,POINT (85.75 25.75)
UP,Casualties,UP Casualties,in UP,1 Casualties,,"RT @FocusNewsIndia: #NepalQuake | Casualties in #Bihar reported at 46, 13 in #UP, 2 in #WestBengal & 1 in #Rajasthan: LC Goel (Pic:ANI) htt…",Other,POINT (129.31667 35.53722)
Rajasthan,Casualties,Rajasthan Casualties,in Rajasthan,1 Casualties,,"RT @FocusNewsIndia: #NepalQuake | Casualties in #Bihar reported at 46, 13 in #UP, 2 in #WestBengal & 1 in #Rajasthan: LC Goel (Pic:ANI) htt…",Other,POINT (73.83333 26.58333)
Nepal,Death,Nepal death,,,mountaineers death,RT @drharshvardhan: The death of mountaineers in the avalanche following Nepal's quake has deeply affected those with the  spirit of advent…,Death,POINT (84 28)
Kathmandu,Devastated,Kathmandu devastated,,,Old royal square devastated,RT @siobhanheanue: Kathmandu patan district. Old royal square devastated. http://t.co/Fq0CSRgeGM,Other,POINT (85.3206 27.70169)
Nepal,Died,Nepal died,in Nepal,1500 died,people died,RT @ICEYTREY: Bruce Jenner still front page of Yahoo when 1500 people died in an earthquake in Nepal this morning,Death,POINT (84 28)
Nepal,Killed,Nepal killed,,At least 101 killed,,"RT @FoxNews: #NepalQuake: At least 101 killed after 7.8 quake strikes Nepal, sparking tremors across Asia http://t.co/8BPVME4BjT http://t.c�??",Death,POINT (84 28)
